annotator_id,article_id,political_typology,effect,explanation,article_index,change,reinforce,date_created
L01,1813763.txt,Disaffected Democrats,3,"I agree, but this didn't add anything. Also it overestimated the clout of the ICC.",143,"","",2018-05-18 16:16:58.150235+02
L01,1815205.txt,Disaffected Democrats,2,This makes some really good points; it's counter-productive to impose so many restrictions if they can't be enforced or if they drive people into underground lives.,144,"","",2018-05-18 16:19:24.225152+02
L01,1815921.txt,Disaffected Democrats,2,It's interesting to read about the positive side of Wolfowitz. This article challenged me to think beyond my preconceptions about him.,145,"","",2018-05-18 16:22:24.554732+02
L01,1816101.txt,Disaffected Democrats,4,Net neutrality is very important. I agree with the point here. It's interesting to realize how far back the debate goes.,146,"","",2018-05-18 16:23:10.654495+02
L01,1816102.txt,Disaffected Democrats,3,This article is too out-of-date to agree or disagree with. So many people felt optimistic about Spitzer before his scandal.,147,"","",2018-05-18 16:24:26.139033+02
L01,1816526.txt,Disaffected Democrats,3,This article is so focused on Negroponte. I don't have a stance on this.,148,"","",2018-05-18 16:29:26.644834+02
L01,1818424.txt,Disaffected Democrats,4,I agree that we Americans are a bit arrogant about our position in the world.,149,"","",2018-05-18 16:38:52.548086+02
L01,1818847.txt,Disaffected Democrats,4,Fiscal responsibility is important and should be encouraged. Agree with this.,150,"","",2018-05-18 17:05:34.154402+02
L01,1819634.txt,Disaffected Democrats,4,I agree. There should be as many checks and balances as possible to prevent the government from abusing its power and spying on ordinary people.,151,"","",2018-05-18 17:06:55.380588+02
L01,1820043.txt,Disaffected Democrats,4,I didn't know about China's anti-satellite test. I agree about the need for arms control and found this article informative!,152,"","",2018-05-18 17:09:13.749948+02
L01,1820483.txt,Disaffected Democrats,4,I agree about the importance of monitoring indicators of climate change and funding science in general.,153,"","",2018-05-18 17:10:57.987145+02
C12,1806599.txt,Country First Conservatives,1,"Yes it's true that inflation has gotten out of control. But unlike this editorial, I don't think energy prices are to blame. I think the blame has to do with horrible economic deals and taxes.",139,NO,"",2018-05-18 17:11:30.097253+02
C12,1806988.txt,Country First Conservatives,1,"Yes it's terrible to harass people based on things they cannot control such as their ethnicity and race. However, as a Latina myself, I disagree with this editorial as many day workers are not legal immigrants, so they shouldn't be in the US working.",140,NO,"",2018-05-18 17:16:09.744664+02
C12,1807116.txt,Country First Conservatives,1,"First of all, the US shouldn't be giving that much in foreign aid since there a lot of people in the US who live in poverty. Secondly, I think that this editorial is complaining about nothing as the US can decided to give as much aid as the government wants since they don't need to help the rest of the world.",141,NO,"",2018-05-18 17:19:30.466575+02
C12,1808080.txt,Country First Conservatives,5,I agree with this editorial completely. This editorial gives reasonable advice for everyone involved that helps me argue this topic. ,142,"",YES,2018-05-18 17:28:38.946502+02
C12,1810261.txt,Country First Conservatives,1,"While the No Child Left Behind Act works in theory, it doesn't work in actuality. I focuses on too much on test scores. This editorial didn't change my stance as it focuses too much on identity politics than on actual facts.",143,NO,"",2018-05-18 17:31:32.8289+02
C12,1812183.txt,Country First Conservatives,4,"I agree with this article as hormone use does cause health problems for women, and more needs to be done to cure this cancer. However, this editorial doesn't provide enough for me to better argue the topic.",144,"","",2018-05-18 17:43:19.46385+02
C12,1812976.txt,Country First Conservatives,3,"I have no opinion on Russia's energy sector, and this editorial didn't inform me enough to make a stance on this topic.",145,"","",2018-05-18 17:45:08.794907+02
C12,1814662.txt,Country First Conservatives,5,I think that schools should fire bad teachers and find ways to employee the best teachers. This editorial helps me argue this topic better as it gives me data to back up my stance.,146,"",YES,2018-05-18 17:50:52.164035+02
C12,1816310.txt,Country First Conservatives,1,"While I think that we should give new ideas a try, I disagree with this new ideas that the Democratic party wants to try. This editorial thinks all these ideas, like a higher minimal wage, is a good idea. But a lot of these ideas are terrible, such as a high minimal wage, hurt more people than it helps.",147,NO,"",2018-05-18 17:56:24.143505+02
C12,1818421.txt,Country First Conservatives,3,"While I think that prisoners should have some basic legal rights, this editorial did a horrible job on explaining the author's stance. Thus it neither challenged or reinforced my stance.",148,"","",2018-05-18 17:59:05.862685+02
L08,1754722.txt,Disaffected Democrats,2,"It is hard to imagine that for a large state such as NY, the budget process was previously so seemingly informal and absent of public visibility and scrutiny.",87,"","",2018-05-18 18:07:20.92836+02
C05,1688938.txt,New Era Enterprisers,1,"I was in favor of protecting journalists, but not when it comes to the possibility of danger to national security. It is a no brainer in my opinion.",46,YES,"",2018-05-18 18:08:13.851043+02
C05,1688939.txt,New Era Enterprisers,5,"I aplaud their efforts by adding and trainning police officers and sniffing dogs, but technology should defi etaly be used, and fast! Cameras and metal detectors are urgently needed!",47,"",YES,2018-05-18 18:11:57.653988+02
C11,1818847.txt,Country First Conservatives,4,$700M and $3.5B surplus? This doesn't show restraint on spending so much as it shown over an inflated budget.  The problem with public finances is that they are always controlled by weak minded fools who quite clearly have no idea and no repercussion for their failures.,150,"","",2018-05-18 18:38:07.022118+02
C11,1819634.txt,Country First Conservatives,5,It goes to show that people in power are above the law and can do whatever they wish with no danger of prosecution.,151,"",YES,2018-05-18 18:50:31.661456+02
C11,1820043.txt,Country First Conservatives,1,Arms treaties mean nothing when either side covertly manufactures and deploys the arms in the first place.  The US quite possibly already has anti-satelite technologies and also space based weapons ready to use whenever it wishes.,152,NO,"",2018-05-18 18:58:11.873869+02
